Accident_Index,Location_Easting_OSGR ,Location_Northing_OSGR,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date
ACCID513,461830,455820,-1.05835,53.994727,3,2,1,20/01/2005
ACCID514,461920,451790,-1.057795,53.9585,3,2,2,20/01/2005
ACCID515,457560,451740,-1.124244,53.958553,3,3,1,22/01/2005
ACCID516,469870,450930,-0.936851,53.94976,3,3,1,22/01/2005
ACCID517,452620,451730,-1.199526,53.958988,2,2,3,23/01/2005
ACCID518,458700,452640,-1.106699,53.966513,3,2,1,25/01/2005
ACCID519,462410,458170,-1.049023,54.015776,2,3,3,26/01/2005
ACCID520,460250,458600,-1.081898,54.019896,3,1,1,26/01/2005
ACCID521,459470,451120,-1.095259,53.952766,3,2,1,26/01/2005
ACCID522,458840,447120,-1.105627,53.91689,3,2,2,26/01/2005
ACCID523,461830,451080,-1.05931,53.95213,3,2,1,27/01/2005
ACCID524,457960,448980,-1.118672,53.933705,3,2,1,27/01/2005
ACCID525,460680,453630,-1.076325,53.975182,3,2,2,27/01/2005
ACCID526,459580,451270,-1.093554,53.954101,3,3,1,27/01/2005
ACCID527,464940,451300,-1.01188,53.953727,1,1,1,29/01/2005
ACCID528,456750,449220,-1.137055,53.935996,3,2,1,29/01/2005
ACCID529,459160,458530,-1.098546,54.019393,3,2,1,31/01/2005
ACCID530,459170,458480,-1.098403,54.018943,3,3,1,31/01/2005
ACCID531,457200,451890,-1.129702,53.959941,3,2,1,01/02/2005
ACCID532,461990,456920,-1.055686,54.004593,3,3,1,01/02/2005
ACCID533,462480,446590,-1.050323,53.911702,3,3,1,01/02/2005
ACCID534,464260,451430,-1.022213,53.95498,3,4,4,01/02/2005
ACCID535,456260,447490,-1.144836,53.920502,3,1,2,02/02/2005
ACCID536,452330,452050,-1.20389,53.961894,1,3,3,02/02/2005
ACCID537,460780,451340,-1.075256,53.954591,3,2,1,02/02/2005
ACCID538,459250,450820,-1.098669,53.950095,3,2,2,04/02/2005
ACCID539,455560,447380,-1.155513,53.919588,3,2,1,05/02/2005
ACCID540,465680,451210,-1.000624,53.952825,2,1,1,06/02/2005
ACCID541,461000,453870,-1.071399,53.977301,3,1,1,07/02/2005
ACCID542,462960,450580,-1.042196,53.947501,3,2,1,08/02/2005
ACCID543,461050,452280,-1.070954,53.963007,3,2,1,09/02/2005
ACCID544,460120,450920,-1.085395,53.950893,3,2,1,09/02/2005
ACCID545,462890,453240,-1.042715,53.971414,3,2,1,09/02/2005
ACCID546,459670,451730,-1.092093,53.958225,3,1,1,10/02/2005
ACCID547,458730,453830,-1.106013,53.977204,3,2,1,11/02/2005
ACCID548,460310,451680,-1.08235,53.957701,2,1,2,12/02/2005
ACCID549,462470,454170,-1.048927,53.979822,3,2,1,12/02/2005
ACCID550,460240,446830,-1.084372,53.914123,3,2,1,12/02/2005
ACCID551,460550,451750,-1.078679,53.958302,3,1,1,12/02/2005
ACCID552,459790,453300,-1.089957,53.97232,3,1,1,14/02/2005
ACCID553,461260,454270,-1.067355,53.980865,3,2,1,14/02/2005
ACCID554,465020,451590,-1.010599,53.956323,3,2,1,15/02/2005
ACCID555,462490,446500,-1.050189,53.910892,3,3,2,15/02/2005
ACCID556,460910,455440,-1.072457,53.991421,3,1,2,17/02/2005
ACCID557,458070,452210,-1.116383,53.96272,3,2,1,17/02/2005
ACCID558,457000,450060,-1.133091,53.943517,3,2,1,20/02/2005
ACCID559,458860,448210,-1.105113,53.926684,3,1,1,21/02/2005
ACCID560,457780,451470,-1.120943,53.956102,3,2,1,21/02/2005
ACCID561,460350,451650,-1.081747,53.957427,3,1,1,21/02/2005
ACCID562,460860,455110,-1.073286,53.988461,3,2,1,21/02/2005
ACCID563,462310,450120,-1.052192,53.943445,3,1,1,21/02/2005
ACCID564,456690,453140,-1.137242,53.971231,3,2,1,21/02/2005
ACCID565,461550,452810,-1.063227,53.96771,3,2,1,22/02/2005
ACCID566,460400,452860,-1.080746,53.968295,3,1,1,22/02/2005
ACCID567,459770,455960,-1.089741,53.996227,3,2,1,25/02/2005
ACCID568,460560,452730,-1.078333,53.967108,3,1,1,23/02/2005
ACCID569,457810,451480,-1.120484,53.956189,3,2,1,23/02/2005
ACCID570,461980,459310,-1.055352,54.026072,3,1,1,24/02/2005
ACCID571,461430,452530,-1.065113,53.965208,3,2,1,25/02/2005
ACCID572,461830,451080,-1.05931,53.95213,2,2,1,26/02/2005
ACCID573,459430,455200,-1.095075,53.989436,3,1,4,27/02/2005
ACCID574,463370,451310,-1.035799,53.954011,1,1,3,27/02/2005
ACCID575,464800,452030,-1.013858,53.960304,3,3,2,01/03/2005
ACCID576,456300,453310,-1.143156,53.972801,3,2,1,02/03/2005
ACCID577,461250,452660,-1.06783,53.966398,3,1,1,02/03/2005
ACCID578,459850,453140,-1.089074,53.970875,3,2,1,04/03/2005
ACCID579,461890,452220,-1.058165,53.962368,3,3,1,05/03/2005
ACCID580,456060,447870,-1.147811,53.923938,2,2,4,06/03/2005
ACCID581,456870,455980,-1.133969,53.996734,3,1,1,08/03/2005
ACCID582,460280,451670,-1.082809,53.957615,3,2,1,08/03/2005
ACCID583,461240,455210,-1.067471,53.989315,3,2,1,09/03/2005
ACCID584,466810,453180,-0.982977,53.970384,2,2,3,12/03/2005
ACCID585,460290,451670,-1.082657,53.957614,3,2,2,13/03/2005
ACCID586,457210,452590,-1.129419,53.966231,3,1,1,13/03/2005
ACCID587,457740,449570,-1.121911,53.939032,3,2,1,13/03/2005
ACCID588,461150,448810,-1.070124,53.931811,3,2,1,14/03/2005
ACCID589,460530,451660,-1.079002,53.957496,3,2,1,16/03/2005
ACCID590,456660,453850,-1.137568,53.977615,3,2,1,16/03/2005
ACCID591,461240,451120,-1.068291,53.95256,3,2,1,16/03/2005
ACCID592,455890,451390,-1.149757,53.955591,2,2,2,18/03/2005
ACCID593,458600,449430,-1.108839,53.937677,3,2,1,19/03/2005
ACCID594,457420,451390,-1.126443,53.955423,3,2,1,21/03/2005
ACCID595,453310,453910,-1.18863,53.97851,2,2,1,23/03/2005
ACCID596,459590,451310,-1.093394,53.954459,3,1,1,23/03/2005
ACCID597,456220,451910,-1.144633,53.960228,3,2,1,23/03/2005
ACCID598,461270,451340,-1.06779,53.954533,3,2,1,23/03/2005
ACCID599,464800,456670,-1.012873,54.002002,3,2,1,25/03/2005
ACCID600,460350,451580,-1.081761,53.956798,3,1,1,25/03/2005
ACCID601,462710,451280,-1.045861,53.953822,3,2,3,26/03/2005
ACCID602,459620,451910,-1.09282,53.959848,2,2,1,29/03/2005
ACCID603,467940,454110,-0.965546,53.978594,2,3,3,30/03/2005
ACCID604,460310,451240,-1.082437,53.953747,3,3,2,01/04/2005
ACCID605,462300,451180,-1.052129,53.952972,3,2,1,01/04/2005
ACCID606,464180,446180,-1.024533,53.90781,3,2,1,02/04/2005
ACCID607,465900,451950,-0.997113,53.959447,3,2,4,02/04/2005
ACCID608,460030,450920,-1.086766,53.950904,3,2,1,02/04/2005
ACCID609,462330,446840,-1.052555,53.913967,3,6,4,03/04/2005
ACCID610,459930,453810,-1.087723,53.976887,3,2,1,03/04/2005
ACCID611,458740,449710,-1.106653,53.940178,3,2,2,03/04/2005
ACCID612,460880,450280,-1.073943,53.945053,3,3,1,04/04/2005
ACCID613,460090,452070,-1.085626,53.961232,3,2,1,05/04/2005
ACCID614,460110,450520,-1.085626,53.9473,3,2,1,06/04/2005
ACCID615,460450,452910,-1.079974,53.968739,3,2,1,06/04/2005
ACCID616,463180,456360,-1.037649,53.999417,3,1,3,06/04/2005
ACCID617,458690,449730,-1.10741,53.940363,3,3,1,08/04/2005
ACCID618,457300,451360,-1.128277,53.955167,2,3,2,08/04/2005
ACCID619,460780,454090,-1.074709,53.979304,2,2,1,09/04/2005
ACCID620,467440,446100,-0.974935,53.906678,3,1,1,10/04/2005
ACCID621,466050,457740,-0.993573,54.011459,3,2,4,10/04/2005
ACCID622,464210,451380,-1.022986,53.954537,3,2,1,12/04/2005
ACCID623,456180,447140,-1.146118,53.917365,3,2,4,13/04/2005
ACCID624,461310,452490,-1.06695,53.964863,3,2,1,14/04/2005
ACCID625,460590,452250,-1.077971,53.962791,3,2,1,14/04/2005
ACCID626,467510,451440,-0.972692,53.954656,3,2,1,15/04/2005
ACCID627,459810,455970,-1.089129,53.996312,1,2,2,16/04/2005
ACCID628,460130,451110,-1.085205,53.9526,3,2,1,16/04/2005
ACCID629,459860,453160,-1.088917,53.971054,3,1,1,18/04/2005
ACCID630,460920,456120,-1.072169,53.997531,3,1,1,18/04/2005
ACCID631,461220,459360,-1.066942,54.026612,3,2,1,19/04/2005
ACCID632,460250,451660,-1.083269,53.957528,3,1,1,19/04/2005
ACCID633,459930,452400,-1.088,53.964216,3,2,1,21/04/2005
ACCID634,458070,452210,-1.116383,53.96272,3,1,1,21/04/2005
ACCID635,460290,458910,-1.081226,54.022677,3,2,1,21/04/2005
ACCID636,460750,451020,-1.075777,53.951719,3,2,1,21/04/2005
ACCID637,460360,451830,-1.081559,53.959043,3,1,1,22/04/2005
ACCID638,460800,453540,-1.074513,53.974359,3,2,1,22/04/2005
ACCID639,460430,451710,-1.080516,53.957957,3,1,1,23/04/2005
ACCID640,459620,451320,-1.092935,53.954546,3,1,1,24/04/2005
ACCID641,456400,456900,-1.140967,54.005053,3,1,1,25/04/2005
ACCID642,465020,451590,-1.010599,53.956323,3,2,1,25/04/2005
ACCID643,459880,451830,-1.088873,53.959099,3,3,2,26/04/2005
ACCID644,458670,449730,-1.107715,53.940365,3,2,1,27/04/2005
ACCID645,463920,451710,-1.027335,53.957538,2,2,4,28/04/2005
ACCID646,460420,452400,-1.080532,53.964159,3,3,1,28/04/2005
ACCID647,453280,453920,-1.189086,53.978603,2,1,2,29/04/2005
ACCID648,461430,449510,-1.06572,53.938068,3,1,1,30/04/2005
ACCID649,461030,453920,-1.070931,53.977747,3,1,1,30/04/2005
ACCID650,459660,455920,-1.091426,53.99588,3,2,1,01/05/2005
ACCID651,462010,448060,-1.05718,53.924969,3,3,5,02/05/2005
ACCID652,456230,449500,-1.144923,53.938569,3,3,2,04/05/2005
ACCID653,464890,451010,-1.012703,53.951127,3,2,1,05/05/2005
ACCID654,458080,448350,-1.116964,53.92803,3,2,1,05/05/2005
ACCID655,461840,451300,-1.059113,53.954106,2,2,2,06/05/2005
ACCID656,464130,455410,-1.023358,53.990762,3,3,1,06/05/2005
ACCID657,458830,447120,-1.10578,53.916891,3,1,1,07/05/2005
ACCID658,459410,457350,-1.094961,54.00876,2,2,1,07/05/2005
ACCID659,461800,460390,-1.05788,54.035799,2,1,1,07/05/2005
ACCID660,459980,452350,-1.087247,53.963761,2,2,1,07/05/2005
ACCID661,461980,456010,-1.056024,53.996416,3,1,1,08/05/2005
ACCID662,456790,453080,-1.135729,53.970681,3,2,1,09/05/2005
ACCID663,457670,450860,-1.122734,53.950633,3,2,1,09/05/2005
ACCID664,456280,448900,-1.144272,53.933171,3,1,1,09/05/2005
ACCID665,462490,446560,-1.050177,53.911431,3,4,2,10/05/2005
ACCID666,458400,449770,-1.11182,53.940755,3,2,1,11/05/2005
ACCID667,459840,451860,-1.089477,53.959373,3,2,1,14/05/2005
ACCID668,460930,454810,-1.072278,53.985757,3,1,2,14/05/2005
ACCID669,459790,451830,-1.090245,53.95911,3,2,1,15/05/2005
ACCID670,459730,455930,-1.090357,53.995962,3,1,1,15/05/2005
ACCID671,461820,456360,-1.058393,53.999581,3,2,1,16/05/2005
ACCID672,460300,453490,-1.082145,53.973968,2,1,3,17/05/2005
ACCID673,461410,447940,-1.066339,53.923962,3,2,1,18/05/2005
ACCID674,461160,451360,-1.069462,53.954726,3,2,1,19/05/2005
ACCID675,462490,446060,-1.050279,53.906938,3,2,1,20/05/2005
ACCID676,461450,454710,-1.064369,53.984797,3,2,1,20/05/2005
ACCID677,460990,458320,-1.070661,54.017293,2,2,2,20/05/2005
ACCID678,466300,457850,-0.989735,54.012416,3,2,1,21/05/2005
ACCID679,459690,456090,-1.090936,53.997405,3,2,1,22/05/2005
ACCID680,459600,452700,-1.09297,53.96695,3,2,2,23/05/2005
ACCID681,454540,447660,-1.170992,53.922213,3,1,1,24/05/2005
ACCID682,460880,456350,-1.072733,53.999602,3,2,1,24/05/2005
ACCID683,463150,451270,-1.039159,53.953678,3,4,1,25/05/2005
ACCID684,460380,452020,-1.081216,53.960749,3,2,1,25/05/2005
ACCID685,462660,451400,-1.046598,53.954906,3,2,1,25/05/2005
ACCID686,462850,448430,-1.044314,53.928193,3,1,1,26/05/2005
ACCID687,460660,451250,-1.077102,53.953796,3,2,1,27/05/2005
ACCID688,466590,449870,-0.987051,53.940667,3,3,1,27/05/2005
ACCID689,459940,448400,-1.088631,53.928268,3,2,1,29/05/2005
ACCID690,456500,451370,-1.140466,53.955345,3,2,1,30/05/2005
ACCID691,460510,451830,-1.079273,53.959026,3,2,1,31/05/2005
ACCID692,460860,449870,-1.07433,53.941371,3,2,1,01/06/2005
ACCID693,459680,451730,-1.091941,53.958224,3,2,1,02/06/2005
ACCID694,457610,451460,-1.123535,53.956031,3,2,1,02/06/2005
ACCID695,458400,450990,-1.111587,53.951719,3,2,1,03/06/2005
ACCID696,456730,456200,-1.136063,53.998726,3,3,1,05/06/2005
ACCID697,460310,451860,-1.082315,53.959319,3,2,1,06/06/2005
ACCID698,462350,452440,-1.05111,53.96429,3,2,1,07/06/2005
ACCID699,454480,454260,-1.17073,53.981533,3,2,2,07/06/2005
ACCID700,462830,444170,-1.045492,53.889912,3,3,1,07/06/2005
ACCID701,460090,456120,-1.084829,53.997628,3,1,1,07/06/2005
ACCID702,460850,453390,-1.073781,53.973005,3,2,2,08/06/2005
ACCID703,460350,451590,-1.081759,53.956888,3,2,1,08/06/2005
ACCID704,463020,451260,-1.041142,53.953604,3,2,1,10/06/2005
ACCID705,467410,449030,-0.974747,53.933012,3,2,1,11/06/2005
ACCID706,456250,453290,-1.143921,53.972627,3,2,1,11/06/2005
ACCID707,456170,447140,-1.14627,53.917366,3,2,2,12/06/2005
ACCID708,465670,451220,-1.000775,53.952916,3,2,2,12/06/2005
ACCID709,451770,452150,-1.212408,53.962849,3,1,1,12/06/2005
ACCID710,462510,452500,-1.048659,53.96481,3,1,2,13/06/2005
ACCID711,458720,448260,-1.107236,53.927149,2,1,1,13/06/2005
ACCID712,460060,453500,-1.085802,53.974086,3,2,2,16/06/2005
ACCID713,464150,455390,-1.023057,53.99058,3,2,1,16/06/2005
ACCID714,459590,451290,-1.093398,53.95428,3,2,1,16/06/2005
ACCID715,461300,455330,-1.066532,53.990386,2,1,1,17/06/2005
ACCID716,461830,451080,-1.05931,53.95213,3,2,1,17/06/2005
ACCID717,470120,450980,-0.933031,53.950176,3,2,4,18/06/2005
ACCID718,466980,458420,-0.979235,54.01745,3,4,1,18/06/2005
ACCID719,460870,453100,-1.073534,53.970397,3,2,1,18/06/2005
ACCID720,461360,448170,-1.067054,53.926035,3,2,2,20/06/2005
ACCID721,460240,451650,-1.083423,53.95744,2,1,1,20/06/2005
ACCID722,459000,448430,-1.102939,53.928645,3,2,1,20/06/2005
ACCID723,460130,450900,-1.085247,53.950712,3,2,2,21/06/2005
ACCID724,461900,447270,-1.059014,53.917882,2,2,1,21/06/2005
ACCID725,461080,451380,-1.070677,53.954915,3,2,1,21/06/2005
ACCID726,459600,451300,-1.093243,53.954368,3,1,1,21/06/2005
ACCID727,461420,451050,-1.065563,53.951909,3,2,1,22/06/2005
ACCID728,459200,455490,-1.098526,53.992069,2,2,2,23/06/2005
ACCID729,461550,452810,-1.063227,53.96771,3,2,1,24/06/2005
ACCID730,460040,452300,-1.086343,53.963304,2,2,1,24/06/2005
ACCID731,460850,453330,-1.073793,53.972466,3,2,2,25/06/2005
ACCID732,460220,458300,-1.082415,54.017204,3,2,1,26/06/2005
ACCID733,456440,447520,-1.14209,53.920752,3,2,1,26/06/2005
ACCID734,459670,451700,-1.092099,53.957955,3,1,1,27/06/2005
ACCID735,462760,443790,-1.046634,53.886505,3,2,2,27/06/2005
ACCID736,460580,451840,-1.078204,53.959108,3,1,2,28/06/2005
ACCID737,456270,448940,-1.144417,53.933532,1,5,3,28/06/2005
ACCID738,460500,452970,-1.0792,53.969272,3,1,1,28/06/2005
ACCID739,463560,454180,-1.032307,53.979779,3,2,1,29/06/2005
ACCID740,457580,454860,-1.123351,53.98659,3,2,1,29/06/2005
ACCID741,459070,450410,-1.101491,53.946431,3,2,1,30/06/2005
